3,119
0,119
2,119
2,120
1,120
3,120
2,120
1,120
1,121
0,121
1,121
1,121
2,121
1,122
0,122
5,122
2,122
4,122
0,123
2,123
2,123
1,123
0,123
8,124
5,124
5,124
2,124
7,124
2,125
1,125
2,125
4,125
0,125
1,126
3,126
0,126
0,126
2,126
1,127
1,127
1,127
1,127
0,127
2,128
8,128
7,128
7,128
4,128
3,129
4,129
5,129
3,129
7,129
6,130
3,130
7,130
7,130
10,130
0,131
0,131
6,131
2,131
3,131
3,132
1,132
1,132
4,132
1,132
1,133
0,133
2,133
1,133
0,133
3,134
6,134
5,134
6,134
4,134
6,135
6,135
5,135
12,135
10,135
1,136
2,136
6,136
4,136
4,136
5,137
3,137
2,137
4,137
3,137
3,138
2,138
2,138
0,138
0,138
0,139
1,139
0,139
1,139
0,139
2,140
1,140
4,140
3,140
1,140
9,141
4,141
3,141
3,141
5,141
3,142
1,142
1,142
1,142
0,142
2,143
4,143
2,143
3,143
3,143
1,144
0,144
3,144
1,144
3,144
1,145
0,145
1,145
0,145
1,145
8,146
4,146
4,146
3,146
7,146
3,147
4,147
4,147
4,147
1,147
5,148
2,148
5,148
6,148
2,148
1,149
3,149
3,149
1,149
1,149
1,150
2,150
2,150
0,150
1,150
0,151
0,151
0,151
0,151
1,151
4,152
3,152
7,152
3,152
4,152
1,153
1,153
0,153
0,153
4,153
1,154
2,154
5,154
0,154
2,154
2,155
1,155
2,155
0,155
1,155
1,156
1,156
1,156
1,156
1,156
3,157
0,157
3,157
2,157
1,157
6,158
4,158
3,158
4,158
6,158
2,159
4,159
1,159
2,159
3,159
1,160
1,160
0,160
3,160
1,160
4,161
3,161
5,161
0,161
3,161
0,162
0,162
4,162
2,162
4,162
2,163
1,163
2,163
4,163
5,163
5,164
1,164
8,164
5,164
5,164
1,165
0,165
2,165
1,165
0,165
4,166
2,166
7,166
4,166
3,166
2,167
2,167
0,167
4,167
1,167
2,168
3,168
4,168
3,168
4,168
1,169
2,169
5,169
0,169
2,169
4,170
4,170
2,170
3,170
8,170
4,171
6,171
5,171
3,171
3,171
2,172
2,172
4,172
1,172
2,172
16,173
20,173
11,173
12,173
20,173
0,174
0,174
4,174
2,174
1,174
5,175
8,175
4,175
9,175
6,175
6,176
6,176
2,176
4,176
7,176
3,177
4,177
5,177
6,177
1,177
0,178
1,178
3,178
2,178
1,178
7,179
5,179
8,179
5,179
8,179
8,180
2,180
5,180
3,180
2,180
5,181
3,181
4,181
5,181
3,181
4,182
2,182
2,182
2,182
5,182
0,183
1,183
1,183
0,183
0,183
0,184
1,184
0,184
1,184
1,184
2,185
1,185
4,185
7,185
4,185
0,186
1,186
0,186
1,186
5,186
2,187
3,187
1,187
4,187
1,187
2,188
1,188
2,188
6,188
2,188
4,189
5,189
3,189
2,189
3,189
1,190
2,190
4,190
0,190
1,190
3,191
7,191
5,191
1,191
5,191
1,192
3,192
3,192
2,192
1,192
2,193
0,193
3,193
1,193
2,193
3,194
3,194
6,194
5,194
2,194
6,195
1,195
4,195
1,195
3,195
1,196
2,196
0,196
4,196
3,196
9,197
10,197
5,197
0,197
4,197
6,198
5,198
9,198
8,198
6,198
3,199
1,199
0,199
1,199
0,199
0,200
2,200
1,200
0,200
1,200
